"",BBK01.WZ9822,BBK01.WZ9822_FLAGS
1999-07,4.76,
1999-08,4.93,
1999-09,5.14,
1999-10,5.23,
1999-11,5.20,
1999-12,5.31,
2000-01,5.60,
2000-02,5.50,
2000-03,5.23,
2000-04,5.37,
2000-05,5.31,
2000-06,5.26,
2000-07,5.28,
2000-08,5.35,
2000-09,5.26,
2000-10,5.25,
2000-11,5.05,
2000-12,4.85,
2001-01,4.77,
2001-02,4.70,
2001-03,4.66,
2001-04,5.01,
2001-05,5.16,
2001-06,5.01,
2001-07,4.88,
2001-08,4.75,
2001-09,4.72,
2001-10,4.38,
2001-11,4.59,
2001-12,4.94,
2002-01,4.96,
2002-02,4.92,
2002-03,5.23,
2002-04,5.10,
2002-05,5.13,
2002-06,4.93,
2002-07,4.80,
2002-08,4.52,
2002-09,4.26,
2002-10,4.46,
2002-11,4.48,
2002-12,4.14,
2003-01,3.94,
2003-02,3.84,
2003-03,3.95,
2003-04,4.05,
2003-05,3.58,
2003-06,3.76,
2003-07,3.95,
2003-08,4.09,
2003-09,3.95,
2003-10,4.27,
2003-11,4.37,
2003-12,4.22,
2004-01,4.20,
2004-02,3.94,
2004-03,3.86,
2004-04,4.12,
2004-05,4.21,
2004-06,4.24,
2004-07,4.15,
2004-08,3.96,
2004-09,3.88,
2004-10,3.76,
2004-11,3.64,
2004-12,3.57,
2005-01,3.44,
2005-02,3.59,
2005-03,3.58,
2005-04,3.30,
2005-05,3.14,
2005-06,3.02,
2005-07,3.08,
2005-08,3.02,
2005-09,3.10,
2005-10,3.35,
2005-11,3.36,
2005-12,3.25,
2006-01,3.46,
2006-02,3.49,
2006-03,3.76,
2006-04,3.99,
2006-05,3.92,
2006-06,4.08,
2006-07,3.91,
2006-08,3.78,
2006-09,3.68,
2006-10,3.80,
2006-11,3.72,
2006-12,3.96,
2007-01,4.11,
2007-02,3.97,
2007-03,4.06,
2007-04,4.23,
2007-05,4.42,
2007-06,4.57,
2007-07,4.38,
2007-08,4.29,
2007-09,4.35,
2007-10,4.22,
2007-11,4.09,
2007-12,4.36,
2008-01,3.93,
2008-02,3.88,
2008-03,3.96,
2008-04,4.20,
2008-05,4.45,
2008-06,4.65,
2008-07,4.47,
2008-08,4.15,
2008-09,4.06,
2008-10,3.81,
2008-11,3.25,
2008-12,3.00,
2009-01,3.30,
2009-02,3.10,
2009-03,3.05,
2009-04,3.24,
2009-05,3.56,
2009-06,3.38,
2009-07,3.33,
2009-08,3.20,
2009-09,3.19,
2009-10,3.25,
2009-11,3.05,
2009-12,3.27,
2010-01,3.10,
2010-02,3.01,
2010-03,3.01,
2010-04,2.91,
2010-05,2.50,
2010-06,2.42,
2010-07,2.56,
2010-08,1.96,
2010-09,2.10,
2010-10,2.43,
2010-11,2.57,
2010-12,2.83,
2011-01,3.08,
2011-02,3.03,
2011-03,3.28,
2011-04,3.20,
2011-05,2.93,
2011-06,2.85,
2011-07,2.46,
2011-08,2.01,
2011-09,1.81,
2011-10,1.94,
2011-11,2.10,
2011-12,1.60,
2012-01,1.58,
2012-02,1.57,
2012-03,1.59,
2012-04,1.39,
2012-05,1.04,
2012-06,1.35,
2012-07,1.06,
2012-08,1.09,
2012-09,1.17,
2012-10,1.22,
2012-11,1.09,
2012-12,1.01,
2013-01,1.33,
2013-02,1.13,
2013-03,0.93,
2013-04,0.91,
2013-05,1.13,
2013-06,1.39,
2013-07,1.38,
2013-08,1.55,
2013-09,1.40,
2013-10,1.34,
2013-11,1.39,
2013-12,1.70,
2014-01,1.32,
2014-02,1.27,
2014-03,1.26,
2014-04,1.23,
2014-05,1.04,
2014-06,0.95,
2014-07,0.87,
2014-08,0.66,
2014-09,0.67,
2014-10,0.60,
2014-11,0.48,
2014-12,0.36,
2015-01,0.18,
2015-02,0.14,
2015-03,0.09,
2015-04,0.22,
2015-05,0.35,
2015-06,0.58,
2015-07,0.43,
2015-08,0.47,
2015-09,0.36,
2015-10,0.27,
2015-11,0.22,
2015-12,0.42,
2016-01,0.10,
2016-02,-0.11,
2016-03,-0.07,
2016-04,0.02,
2016-05,-0.04,
2016-06,-0.30,
2016-07,-0.30,
2016-08,-0.32,
2016-09,-0.38,
2016-10,-0.07,
2016-11,-0.04,
2016-12,-0.03,
2017-01,0.19,
2017-02,-0.09,
2017-03,0.08,
2017-04,0.09,
2017-05,0.06,
2017-06,0.23,
2017-07,0.28,
2017-08,0.10,
2017-09,0.20,
2017-10,0.14,
2017-11,0.17,
2017-12,0.25,
2018-01,0.47,
2018-02,0.48,
2018-03,0.32,
2018-04,0.39,
