"",BBK01.WZ9820,BBK01.WZ9820_FLAGS
1982-11,8.11,
1982-12,7.80,
1983-01,7.88,
1983-02,7.68,
1983-03,7.57,
1983-04,7.70,
1983-05,8.14,
1983-06,8.09,
1983-07,8.25,
1983-08,8.48,
1983-09,8.29,
1983-10,8.17,
1983-11,8.29,
1983-12,8.25,
1984-01,8.30,
1984-02,8.07,
1984-03,8.13,
1984-04,8.16,
1984-05,8.29,
1984-06,8.20,
1984-07,8.23,
1984-08,7.88,
1984-09,7.75,
1984-10,7.44,
1984-11,7.18,
1984-12,7.16,
1985-01,7.33,
1985-02,7.69,
1985-03,7.44,
1985-04,7.34,
1985-05,7.19,
1985-06,7.07,
1985-07,6.82,
1985-08,6.49,
1985-09,6.46,
1985-10,6.86,
1985-11,6.71,
1985-12,6.51,
1986-01,6.51,
1986-02,6.12,
1986-03,5.85,
1986-04,5.63,
1986-05,6.09,
1986-06,6.00,
1986-07,5.91,
1986-08,5.72,
1986-09,6.05,
1986-10,6.29,
1986-11,6.04,
1986-12,6.04,
1987-01,5.89,
1987-02,5.98,
1987-03,5.70,
1987-04,5.63,
1987-05,5.58,
1987-06,6.02,
1987-07,6.17,
1987-08,6.36,
1987-09,6.66,
1987-10,6.39,
1987-11,6.15,
1987-12,6.26,
1988-01,6.20,
1988-02,5.98,
1988-03,6.01,
1988-04,6.30,
1988-05,6.42,
1988-06,6.46,
1988-07,6.71,
1988-08,6.66,
1988-09,6.42,
1988-10,6.11,
1988-11,6.35,
1988-12,6.47,
1989-01,6.71,
1989-02,7.02,
1989-03,6.97,
1989-04,6.89,
1989-05,7.08,
1989-06,6.87,
1989-07,6.68,
1989-08,6.92,
1989-09,7.12,
1989-10,7.27,
1989-11,7.62,
1989-12,7.54,
1990-01,8.05,
1990-02,8.93,
1990-03,8.68,
1990-04,9.05,
1990-05,8.97,
1990-06,8.88,
1990-07,8.65,
1990-08,9.10,
1990-09,9.29,
1990-10,9.11,
1990-11,9.02,
1990-12,9.08,
1991-01,8.85,
1991-02,8.49,
1991-03,8.64,
1991-04,8.47,
1991-05,8.35,
1991-06,8.60,
1991-07,8.82,
1991-08,8.55,
1991-09,8.52,
1991-10,8.52,
1991-11,8.44,
1991-12,8.19,
1992-01,7.90,
1992-02,7.84,
1992-03,8.01,
1992-04,8.04,
1992-05,7.99,
1992-06,8.10,
1992-07,8.20,
1992-08,8.08,
1992-09,7.63,
1992-10,7.24,
1992-11,7.19,
1992-12,7.00,
1993-01,6.88,
1993-02,6.48,
1993-03,6.51,
1993-04,6.63,
1993-05,6.69,
1993-06,6.53,
1993-07,6.39,
1993-08,6.07,
1993-09,5.98,
1993-10,5.72,
1993-11,5.65,
1993-12,5.47,
1994-01,5.55,
1994-02,6.16,
1994-03,6.32,
1994-04,6.65,
1994-05,6.92,
1994-06,7.01,
1994-07,6.97,
1994-08,7.27,
1994-09,7.57,
1994-10,7.57,
1994-11,7.43,
1994-12,7.67,
1995-01,7.46,
1995-02,7.32,
1995-03,7.09,
1995-04,6.92,
1995-05,6.48,
1995-06,6.95,
1995-07,6.75,
1995-08,6.62,
1995-09,6.56,
1995-10,6.32,
1995-11,6.02,
1995-12,5.82,
1996-01,5.67,
1996-02,6.22,
1996-03,6.24,
1996-04,6.09,
1996-05,6.20,
1996-06,6.38,
1996-07,6.20,
1996-08,6.16,
1996-09,5.88,
1996-10,5.81,
1996-11,5.50,
1996-12,5.58,
1997-01,5.49,
1997-02,5.24,
1997-03,5.61,
1997-04,5.52,
1997-05,5.64,
1997-06,5.37,
1997-07,5.26,
1997-08,5.47,
1997-09,5.34,
1997-10,5.47,
1997-11,5.40,
1997-12,5.18,
1998-01,4.91,
1998-02,4.80,
1998-03,4.83,
1998-04,5.02,
1998-05,4.83,
1998-06,4.74,
1998-07,4.61,
1998-08,4.14,
1998-09,3.92,
1998-10,4.03,
1998-11,3.89,
1998-12,3.75,
1999-01,3.52,
1999-02,3.87,
1999-03,3.83,
1999-04,3.61,
1999-05,3.86,
1999-06,4.39,
1999-07,4.63,
1999-08,4.80,
1999-09,5.02,
1999-10,5.14,
1999-11,5.11,
1999-12,5.22,
2000-01,5.52,
2000-02,5.43,
2000-03,5.17,
2000-04,5.31,
2000-05,5.28,
2000-06,5.21,
2000-07,5.26,
2000-08,5.35,
2000-09,5.24,
2000-10,5.22,
2000-11,5.00,
2000-12,4.79,
2001-01,4.71,
2001-02,4.64,
2001-03,4.58,
2001-04,4.93,
2001-05,5.05,
2001-06,4.90,
2001-07,4.75,
2001-08,4.62,
2001-09,4.56,
2001-10,4.24,
2001-11,4.47,
2001-12,4.83,
2002-01,4.88,
2002-02,4.83,
2002-03,5.15,
2002-04,5.01,
2002-05,5.04,
2002-06,4.84,
2002-07,4.68,
2002-08,4.41,
2002-09,4.13,
2002-10,4.31,
2002-11,4.32,
2002-12,3.98,
2003-01,3.78,
2003-02,3.64,
2003-03,3.77,
2003-04,3.86,
2003-05,3.38,
2003-06,3.56,
2003-07,3.76,
2003-08,3.93,
2003-09,3.76,
2003-10,4.11,
2003-11,4.21,
2003-12,4.05,
2004-01,4.02,
2004-02,3.74,
2004-03,3.66,
2004-04,3.95,
2004-05,4.04,
2004-06,4.09,
2004-07,3.99,
2004-08,3.81,
2004-09,3.74,
2004-10,3.60,
2004-11,3.48,
2004-12,3.44,
2005-01,3.32,
2005-02,3.47,
2005-03,3.45,
2005-04,3.16,
2005-05,3.02,
2005-06,2.89,
2005-07,2.97,
2005-08,2.91,
2005-09,3.01,
2005-10,3.27,
2005-11,3.29,
2005-12,3.20,
2006-01,3.41,
2006-02,3.44,
2006-03,3.71,
2006-04,3.93,
2006-05,3.85,
2006-06,4.02,
2006-07,3.85,
2006-08,3.74,
2006-09,3.64,
2006-10,3.78,
2006-11,3.70,
2006-12,3.94,
2007-01,4.09,
2007-02,3.95,
2007-03,4.04,
2007-04,4.21,
2007-05,4.40,
2007-06,4.55,
2007-07,4.35,
2007-08,4.25,
2007-09,4.31,
2007-10,4.18,
2007-11,4.03,
2007-12,4.30,
2008-01,3.83,
2008-02,3.75,
2008-03,3.87,
2008-04,4.13,
2008-05,4.40,
2008-06,4.61,
2008-07,4.43,
2008-08,4.10,
2008-09,3.96,
2008-10,3.64,
2008-11,3.08,
2008-12,2.83,
2009-01,3.09,
2009-02,2.87,
2009-03,2.82,
2009-04,3.01,
2009-05,3.32,
2009-06,3.16,
2009-07,3.12,
2009-08,3.02,
2009-09,3.01,
2009-10,3.04,
2009-11,2.83,
2009-12,3.06,
2010-01,2.87,
2010-02,2.77,
2010-03,2.78,
2010-04,2.67,
2010-05,2.25,
2010-06,2.16,
2010-07,2.33,
2010-08,1.77,
2010-09,1.91,
2010-10,2.24,
2010-11,2.35,
2010-12,2.59,
2011-01,2.90,
2011-02,2.85,
2011-03,3.12,
2011-04,3.04,
2011-05,2.77,
2011-06,2.67,
2011-07,2.28,
2011-08,1.81,
2011-09,1.63,
2011-10,1.73,
2011-11,1.86,
2011-12,1.38,
2012-01,1.34,
2012-02,1.34,
2012-03,1.36,
2012-04,1.15,
2012-05,0.84,
2012-06,1.13,
2012-07,0.85,
2012-08,0.88,
2012-09,0.96,
2012-10,1.00,
2012-11,0.87,
2012-12,0.80,
2013-01,1.14,
2013-02,0.92,
2013-03,0.72,
2013-04,0.72,
2013-05,0.92,
2013-06,1.18,
2013-07,1.16,
2013-08,1.33,
2013-09,1.17,
2013-10,1.11,
2013-11,1.15,
2013-12,1.47,
2014-01,1.09,
2014-02,1.06,
2014-03,1.04,
2014-04,1.02,
2014-05,0.84,
2014-06,0.76,
2014-07,0.69,
2014-08,0.51,
2014-09,0.50,
2014-10,0.45,
2014-11,0.35,
2014-12,0.24,
2015-01,0.09,
2015-02,0.05,
2015-03,0.03,
2015-04,0.14,
2015-05,0.24,
2015-06,0.42,
2015-07,0.29,
2015-08,0.33,
2015-09,0.24,
2015-10,0.15,
2015-11,0.08,
2015-12,0.28,
2016-01,-0.03,
2016-02,-0.22,
2016-03,-0.17,
2016-04,-0.10,
2016-05,-0.16,
2016-06,-0.38,
2016-07,-0.39,
2016-08,-0.40,
2016-09,-0.47,
2016-10,-0.19,
2016-11,-0.17,
2016-12,-0.18,
2017-01,0.04,
2017-02,-0.25,
2017-03,-0.07,
2017-04,-0.06,
2017-05,-0.09,
2017-06,0.08,
2017-07,0.12,
2017-08,-0.05,
2017-09,0.04,
2017-10,-0.02,
2017-11,0.03,
2017-12,0.12,
2018-01,0.34,
2018-02,0.35,
2018-03,0.19,
2018-04,0.26,
