"",BBK01.WZ9814,BBK01.WZ9814_FLAGS
1985-02,7.37,
1985-03,7.28,
1985-04,7.00,
1985-05,6.77,
1985-06,6.56,
1985-07,6.26,
1985-08,5.97,
1985-09,5.94,
1985-10,6.42,
1985-11,6.23,
1985-12,6.07,
1986-01,5.97,
1986-02,5.68,
1986-03,5.43,
1986-04,5.25,
1986-05,5.68,
1986-06,5.64,
1986-07,5.46,
1986-08,5.30,
1986-09,5.50,
1986-10,5.69,
1986-11,5.61,
1986-12,5.58,
1987-01,5.27,
1987-02,5.22,
1987-03,5.05,
1987-04,4.93,
1987-05,4.81,
1987-06,5.09,
1987-07,5.32,
1987-08,5.51,
1987-09,5.75,
1987-10,5.71,
1987-11,5.27,
1987-12,5.25,
1988-01,5.18,
1988-02,4.99,
1988-03,5.06,
1988-04,5.32,
1988-05,5.48,
1988-06,5.71,
1988-07,6.12,
1988-08,6.23,
1988-09,5.91,
1988-10,5.60,
1988-11,5.81,
1988-12,6.06,
1989-01,6.56,
1989-02,7.06,
1989-03,6.92,
1989-04,6.88,
1989-05,7.12,
1989-06,6.92,
1989-07,6.71,
1989-08,6.97,
1989-09,7.28,
1989-10,7.47,
1989-11,7.79,
1989-12,7.70,
1990-01,8.14,
1990-02,8.95,
1990-03,8.83,
1990-04,9.05,
1990-05,8.98,
1990-06,8.87,
1990-07,8.64,
1990-08,9.05,
1990-09,9.18,
1990-10,9.04,
1990-11,9.07,
1990-12,9.07,
1991-01,9.01,
1991-02,8.60,
1991-03,8.71,
1991-04,8.70,
1991-05,8.53,
1991-06,8.77,
1991-07,9.04,
1991-08,8.83,
1991-09,8.85,
1991-10,8.83,
1991-11,8.81,
1991-12,8.62,
1992-01,8.19,
1992-02,8.19,
1992-03,8.44,
1992-04,8.48,
1992-05,8.40,
1992-06,8.52,
1992-07,8.66,
1992-08,8.51,
1992-09,7.87,
1992-10,7.29,
1992-11,7.23,
1992-12,6.96,
1993-01,6.84,
1993-02,6.26,
1993-03,6.23,
1993-04,6.36,
1993-05,6.41,
1993-06,6.23,
1993-07,6.04,
1993-08,5.80,
1993-09,5.67,
1993-10,5.35,
1993-11,5.20,
1993-12,5.01,
1994-01,5.10,
1994-02,5.70,
1994-03,5.80,
1994-04,6.06,
1994-05,6.26,
1994-06,6.44,
1994-07,6.35,
1994-08,6.69,
1994-09,7.06,
1994-10,7.05,
1994-11,6.98,
1994-12,7.31,
1995-01,7.06,
1995-02,6.89,
1995-03,6.35,
1995-04,6.19,
1995-05,5.67,
1995-06,6.14,
1995-07,5.92,
1995-08,5.73,
1995-09,5.56,
1995-10,5.34,
1995-11,4.95,
1995-12,4.78,
1996-01,4.64,
1996-02,5.13,
1996-03,5.16,
1996-04,4.96,
1996-05,5.06,
1996-06,5.37,
1996-07,5.19,
1996-08,5.03,
1996-09,4.81,
1996-10,4.75,
1996-11,4.49,
1996-12,4.51,
1997-01,4.38,
1997-02,4.29,
1997-03,4.63,
1997-04,4.52,
1997-05,4.62,
1997-06,4.37,
1997-07,4.48,
1997-08,4.70,
1997-09,4.72,
1997-10,4.95,
1997-11,4.88,
1997-12,4.70,
1998-01,4.40,
1998-02,4.36,
1998-03,4.48,
1998-04,4.65,
1998-05,4.44,
1998-06,4.32,
1998-07,4.30,
1998-08,3.78,
1998-09,3.64,
1998-10,3.63,
1998-11,3.51,
1998-12,3.37,
1999-01,3.13,
1999-02,3.45,
1999-03,3.29,
1999-04,3.07,
1999-05,3.27,
1999-06,3.83,
1999-07,4.08,
1999-08,4.25,
1999-09,4.45,
1999-10,4.66,
1999-11,4.68,
1999-12,4.82,
2000-01,5.10,
2000-02,5.05,
2000-03,4.88,
2000-04,5.01,
2000-05,5.15,
2000-06,5.08,
2000-07,5.21,
2000-08,5.33,
2000-09,5.16,
2000-10,5.14,
2000-11,4.89,
2000-12,4.59,
2001-01,4.52,
2001-02,4.45,
2001-03,4.33,
2001-04,4.69,
2001-05,4.66,
2001-06,4.50,
2001-07,4.34,
2001-08,4.17,
2001-09,3.95,
2001-10,3.66,
2001-11,3.96,
2001-12,4.30,
2002-01,4.52,
2002-02,4.42,
2002-03,4.80,
2002-04,4.61,
2002-05,4.68,
2002-06,4.44,
2002-07,4.18,
2002-08,3.94,
2002-09,3.60,
2002-10,3.72,
2002-11,3.69,
2002-12,3.32,
2003-01,3.14,
2003-02,2.90,
2003-03,3.07,
2003-04,3.11,
2003-05,2.64,
2003-06,2.78,
2003-07,3.05,
2003-08,3.31,
2003-09,2.99,
2003-10,3.45,
2003-11,3.54,
2003-12,3.35,
2004-01,3.26,
2004-02,2.95,
2004-03,2.85,
2004-04,3.25,
2004-05,3.34,
2004-06,3.45,
2004-07,3.34,
2004-08,3.16,
2004-09,3.15,
2004-10,3.01,
2004-11,2.88,
2004-12,2.96,
2005-01,2.85,
2005-02,3.00,
2005-03,2.98,
2005-04,2.66,
2005-05,2.55,
2005-06,2.38,
2005-07,2.57,
2005-08,2.52,
2005-09,2.67,
2005-10,2.93,
2005-11,3.02,
2005-12,3.02,
2006-01,3.20,
2006-02,3.24,
2006-03,3.51,
2006-04,3.70,
2006-05,3.61,
2006-06,3.80,
2006-07,3.68,
2006-08,3.59,
2006-09,3.56,
2006-10,3.72,
2006-11,3.65,
2006-12,3.90,
2007-01,4.02,
2007-02,3.88,
2007-03,4.00,
2007-04,4.17,
2007-05,4.39,
2007-06,4.51,
2007-07,4.31,
2007-08,4.12,
2007-09,4.17,
2007-10,4.08,
2007-11,3.84,
2007-12,4.15,
2008-01,3.53,
2008-02,3.32,
2008-03,3.62,
2008-04,3.90,
2008-05,4.30,
2008-06,4.56,
2008-07,4.35,
2008-08,4.02,
2008-09,3.61,
2008-10,2.98,
2008-11,2.51,
2008-12,2.26,
2009-01,2.27,
2009-02,2.02,
2009-03,1.99,
2009-04,2.16,
2009-05,2.36,
2009-06,2.27,
2009-07,2.30,
2009-08,2.27,
2009-09,2.21,
2009-10,2.22,
2009-11,2.02,
2009-12,2.18,
2010-01,2.00,
2010-02,1.80,
2010-03,1.83,
2010-04,1.69,
2010-05,1.24,
2010-06,1.19,
2010-07,1.46,
2010-08,1.07,
2010-09,1.24,
2010-10,1.52,
2010-11,1.49,
2010-12,1.63,
2011-01,2.15,
2011-02,2.13,
2011-03,2.46,
2011-04,2.44,
2011-05,2.15,
2011-06,2.06,
2011-07,1.66,
2011-08,1.11,
2011-09,1.03,
2011-10,1.03,
2011-11,1.02,
2011-12,0.61,
2012-01,0.59,
2012-02,0.61,
2012-03,0.62,
2012-04,0.43,
2012-05,0.26,
2012-06,0.47,
2012-07,0.20,
2012-08,0.24,
2012-09,0.32,
2012-10,0.34,
2012-11,0.25,
2012-12,0.20,
2013-01,0.58,
2013-02,0.29,
2013-03,0.14,
2013-04,0.19,
2013-05,0.30,
2013-06,0.53,
2013-07,0.50,
2013-08,0.61,
2013-09,0.46,
2013-10,0.44,
2013-11,0.44,
2013-12,0.69,
2014-01,0.39,
2014-02,0.40,
2014-03,0.41,
2014-04,0.41,
2014-05,0.27,
2014-06,0.22,
2014-07,0.19,
2014-08,0.11,
2014-09,0.05,
2014-10,0.03,
2014-11,0.01,
2014-12,-0.06,
2015-01,-0.12,
2015-02,-0.18,
2015-03,-0.17,
2015-04,-0.09,
2015-05,-0.09,
2015-06,-0.03,
2015-07,-0.10,
2015-08,-0.05,
2015-09,-0.11,
2015-10,-0.20,
2015-11,-0.29,
2015-12,-0.15,
2016-01,-0.36,
2016-02,-0.49,
2016-03,-0.43,
2016-04,-0.42,
2016-05,-0.46,
2016-06,-0.61,
2016-07,-0.61,
2016-08,-0.62,
2016-09,-0.69,
2016-10,-0.52,
2016-11,-0.58,
2016-12,-0.65,
2017-01,-0.48,
2017-02,-0.74,
2017-03,-0.54,
2017-04,-0.52,
2017-05,-0.57,
2017-06,-0.38,
2017-07,-0.40,
2017-08,-0.53,
2017-09,-0.47,
2017-10,-0.52,
2017-11,-0.45,
2017-12,-0.34,
2018-01,-0.16,
2018-02,-0.17,
2018-03,-0.28,
2018-04,-0.23,
