"",BBK01.WZ9807,BBK01.WZ9807_FLAGS
2000-09,5.04,
2000-10,5.11,
2000-11,5.02,
2000-12,4.76,
2001-01,4.60,
2001-02,4.64,
2001-03,4.42,
2001-04,4.75,
2001-05,4.43,
2001-06,4.34,
2001-07,4.31,
2001-08,4.11,
2001-09,3.50,
2001-10,3.32,
2001-11,3.19,
2001-12,3.19,
2002-01,3.39,
2002-02,3.40,
2002-03,3.57,
2002-04,3.51,
2002-05,3.64,
2002-06,3.52,
2002-07,3.34,
2002-08,3.27,
2002-09,3.09,
2002-10,3.07,
2002-11,2.90,
2002-12,2.66,
2003-01,2.62,
2003-02,2.38,
2003-03,2.36,
2003-04,2.39,
2003-05,2.10,
2003-06,1.95,
2003-07,2.00,
2003-08,2.12,
2003-09,1.99,
2003-10,2.13,
2003-11,2.16,
2003-12,2.05,
2004-01,2.03,
2004-02,1.93,
2004-03,1.86,
2004-04,2.01,
2004-05,2.10,
2004-06,2.12,
2004-07,2.12,
2004-08,2.11,
2004-09,2.16,
2004-10,2.16,
2004-11,2.16,
2004-12,2.14,
2005-01,2.12,
2005-02,2.12,
2005-03,2.15,
2005-04,2.07,
2005-05,2.07,
2005-06,2.01,
2005-07,2.10,
2005-08,2.10,
2005-09,2.15,
2005-10,2.29,
2005-11,2.55,
2005-12,2.55,
2006-01,2.62,
2006-02,2.68,
2006-03,2.85,
2006-04,2.92,
2006-05,2.97,
2006-06,3.09,
2006-07,3.18,
2006-08,3.33,
2006-09,3.47,
2006-10,3.60,
2006-11,3.64,
2006-12,3.75,
2007-01,3.85,
2007-02,3.89,
2007-03,3.96,
2007-04,4.06,
2007-05,4.19,
2007-06,4.26,
2007-07,4.29,
2007-08,4.12,
2007-09,4.07,
2007-10,4.12,
2007-11,4.06,
2007-12,4.07,
2008-01,3.85,
2008-02,3.80,
2008-03,3.88,
2008-04,4.01,
2008-05,4.20,
2008-06,4.42,
2008-07,4.49,
2008-08,4.38,
2008-09,2.44,
2008-10,2.34,
2008-11,1.92,
2008-12,1.50,
2009-01,1.03,
2009-02,0.90,
2009-03,0.73,
2009-04,0.76,
2009-05,0.80,
2009-06,0.59,
2009-07,0.43,
2009-08,0.44,
2009-09,0.42,
2009-10,0.50,
2009-11,0.52,
2009-12,0.44,
2010-01,0.41,
2010-02,0.36,
2010-03,0.38,
2010-04,0.38,
2010-05,0.19,
2010-06,0.25,
2010-07,0.45,
2010-08,0.39,
2010-09,0.54,
2010-10,0.83,
2010-11,0.63,
2010-12,0.45,
2011-01,0.83,
2011-02,0.89,
2011-03,0.95,
2011-04,1.18,
2011-05,1.19,
2011-06,1.28,
2011-07,1.04,
2011-08,0.57,
2011-09,0.28,
2011-10,0.36,
2011-11,-0.04,
2011-12,-0.06,
2012-01,0.09,
2012-02,0.14,
2012-03,0.11,
2012-04,0.06,
2012-05,0.04,
2012-06,0.03,
2012-07,-0.06,
2012-08,-0.01,
2012-09,-0.03,
2012-10,0.03,
2012-11,0.01,
2012-12,0.02,
2013-01,0.11,
2013-02,0.03,
2013-03,0.03,
2013-04,0.03,
2013-05,0.02,
2013-06,0.04,
2013-07,0.05,
2013-08,0.05,
2013-09,0.09,
2013-10,0.09,
2013-11,0.09,
2013-12,0.11,
2014-01,0.10,
2014-02,0.11,
2014-03,0.17,
2014-04,0.17,
2014-05,0.09,
2014-06,0.04,
2014-07,0.04,
2014-08,0.01,
2014-09,-0.04,
2014-10,-0.07,
2014-11,-0.05,
2014-12,-0.14,
2015-01,-0.16,
2015-02,-0.18,
2015-03,-0.25,
2015-04,-0.26,
2015-05,-0.24,
2015-06,-0.26,
2015-07,-0.25,
2015-08,-0.24,
2015-09,-0.25,
2015-10,-0.32,
2015-11,-0.37,
2015-12,-0.40,
2016-01,-0.43,
2016-02,-0.48,
2016-03,-0.48,
2016-04,-0.53,
2016-05,-0.55,
2016-06,-0.65,
2016-07,-0.63,
2016-08,-0.63,
2016-09,-0.71,
2016-10,-0.72,
2016-11,-0.84,
2016-12,-0.92,
2017-01,-0.68,
2017-02,-0.92,
2017-03,-0.76,
2017-04,-0.76,
2017-05,-0.76,
2017-06,-0.71,
2017-07,-0.70,
2017-08,-0.77,
2017-09,-0.76,
2017-10,-0.79,
2017-11,-0.77,
2017-12,-0.78,
2018-01,-0.65,
2018-02,-0.65,
2018-03,-0.69,
2018-04,-0.67,
