"",BBK01.WZ9824,BBK01.WZ9824_FLAGS
1990-11,8.91,
1990-12,9.09,
1991-01,8.69,
1991-02,8.37,
1991-03,8.53,
1991-04,8.31,
1991-05,8.24,
1991-06,8.47,
1991-07,8.67,
1991-08,8.38,
1991-09,8.34,
1991-10,8.32,
1991-11,8.22,
1991-12,7.99,
1992-01,7.76,
1992-02,7.70,
1992-03,7.81,
1992-04,7.90,
1992-05,7.86,
1992-06,7.97,
1992-07,8.02,
1992-08,7.93,
1992-09,7.51,
1992-10,7.24,
1992-11,7.17,
1992-12,7.04,
1993-01,6.94,
1993-02,6.63,
1993-03,6.68,
1993-04,6.77,
1993-05,6.83,
1993-06,6.67,
1993-07,6.54,
1993-08,6.20,
1993-09,6.16,
1993-10,5.93,
1993-11,5.90,
1993-12,5.73,
1994-01,5.80,
1994-02,6.39,
1994-03,6.57,
1994-04,6.89,
1994-05,7.19,
1994-06,7.22,
1994-07,7.19,
1994-08,7.47,
1994-09,7.74,
1994-10,7.73,
1994-11,7.57,
1994-12,7.77,
1995-01,7.58,
1995-02,7.46,
1995-03,7.37,
1995-04,7.21,
1995-05,6.81,
1995-06,7.25,
1995-07,7.06,
1995-08,6.95,
1995-09,6.94,
1995-10,6.71,
1995-11,6.45,
1995-12,6.24,
1996-01,6.08,
1996-02,6.63,
1996-03,6.65,
1996-04,6.51,
1996-05,6.64,
1996-06,6.76,
1996-07,6.58,
1996-08,6.59,
1996-09,6.30,
1996-10,6.23,
1996-11,5.94,
1996-12,6.01,
1997-01,5.97,
1997-02,5.64,
1997-03,6.02,
1997-04,5.95,
1997-05,6.07,
1997-06,5.80,
1997-07,5.62,
1997-08,5.80,
1997-09,5.61,
1997-10,5.70,
1997-11,5.62,
1997-12,5.39,
1998-01,5.14,
1998-02,5.01,
1998-03,4.99,
1998-04,5.19,
1998-05,5.00,
1998-06,4.93,
1998-07,4.76,
1998-08,4.34,
1998-09,4.10,
1998-10,4.26,
1998-11,4.10,
1998-12,3.99,
1999-01,3.74,
1999-02,4.11,
1999-03,4.12,
1999-04,3.92,
1999-05,4.18,
1999-06,4.65,
1999-07,4.87,
1999-08,5.04,
1999-09,5.25,
1999-10,5.31,
1999-11,5.27,
1999-12,5.38,
2000-01,5.67,
2000-02,5.56,
2000-03,5.28,
2000-04,5.43,
2000-05,5.34,
2000-06,5.30,
2000-07,5.31,
2000-08,5.35,
2000-09,5.28,
2000-10,5.28,
2000-11,5.09,
2000-12,4.91,
2001-01,4.83,
2001-02,4.77,
2001-03,4.74,
2001-04,5.09,
2001-05,5.26,
2001-06,5.12,
2001-07,4.99,
2001-08,4.86,
2001-09,4.86,
2001-10,4.51,
2001-11,4.69,
2001-12,5.04,
2002-01,5.03,
2002-02,5.00,
2002-03,5.29,
2002-04,5.17,
2002-05,5.20,
2002-06,5.01,
2002-07,4.90,
2002-08,4.62,
2002-09,4.38,
2002-10,4.59,
2002-11,4.61,
2002-12,4.28,
2003-01,4.09,
2003-02,4.01,
2003-03,4.11,
2003-04,4.21,
2003-05,3.75,
2003-06,3.94,
2003-07,4.11,
2003-08,4.22,
2003-09,4.12,
2003-10,4.40,
2003-11,4.50,
2003-12,4.36,
2004-01,4.35,
2004-02,4.11,
2004-03,4.04,
2004-04,4.27,
2004-05,4.36,
2004-06,4.38,
2004-07,4.28,
2004-08,4.09,
2004-09,4.01,
2004-10,3.89,
2004-11,3.78,
2004-12,3.69,
2005-01,3.54,
2005-02,3.69,
2005-03,3.68,
2005-04,3.41,
2005-05,3.26,
2005-06,3.14,
2005-07,3.17,
2005-08,3.12,
2005-09,3.18,
2005-10,3.43,
2005-11,3.43,
2005-12,3.30,
2006-01,3.51,
2006-02,3.54,
2006-03,3.80,
2006-04,4.04,
2006-05,3.98,
2006-06,4.13,
2006-07,3.96,
2006-08,3.83,
2006-09,3.71,
2006-10,3.82,
2006-11,3.75,
2006-12,3.98,
2007-01,4.13,
2007-02,3.99,
2007-03,4.08,
2007-04,4.25,
2007-05,4.43,
2007-06,4.59,
2007-07,4.40,
2007-08,4.32,
2007-09,4.39,
2007-10,4.26,
2007-11,4.15,
2007-12,4.41,
2008-01,4.02,
2008-02,4.00,
2008-03,4.04,
2008-04,4.27,
2008-05,4.50,
2008-06,4.68,
2008-07,4.51,
2008-08,4.21,
2008-09,4.16,
2008-10,3.95,
2008-11,3.40,
2008-12,3.15,
2009-01,3.49,
2009-02,3.31,
2009-03,3.25,
2009-04,3.43,
2009-05,3.76,
2009-06,3.57,
2009-07,3.50,
2009-08,3.36,
2009-09,3.35,
2009-10,3.43,
2009-11,3.23,
2009-12,3.47,
2010-01,3.29,
2010-02,3.21,
2010-03,3.20,
2010-04,3.10,
2010-05,2.71,
2010-06,2.64,
2010-07,2.75,
2010-08,2.13,
2010-09,2.27,
2010-10,2.59,
2010-11,2.75,
2010-12,3.03,
2011-01,3.24,
2011-02,3.19,
2011-03,3.42,
2011-04,3.33,
2011-05,3.08,
2011-06,3.01,
2011-07,2.64,
2011-08,2.19,
2011-09,1.97,
2011-10,2.14,
2011-11,2.31,
2011-12,1.81,
2012-01,1.80,
2012-02,1.78,
2012-03,1.80,
2012-04,1.61,
2012-05,1.22,
2012-06,1.54,
2012-07,1.26,
2012-08,1.28,
2012-09,1.36,
2012-10,1.42,
2012-11,1.29,
2012-12,1.20,
2013-01,1.50,
2013-02,1.33,
2013-03,1.13,
2013-04,1.09,
2013-05,1.33,
2013-06,1.58,
2013-07,1.58,
2013-08,1.75,
2013-09,1.62,
2013-10,1.55,
2013-11,1.61,
2013-12,1.92,
2014-01,1.53,
2014-02,1.48,
2014-03,1.46,
2014-04,1.43,
2014-05,1.24,
2014-06,1.14,
2014-07,1.05,
2014-08,0.81,
2014-09,0.83,
2014-10,0.75,
2014-11,0.62,
2014-12,0.49,
2015-01,0.26,
2015-02,0.24,
2015-03,0.16,
2015-04,0.29,
2015-05,0.45,
2015-06,0.72,
2015-07,0.55,
2015-08,0.59,
2015-09,0.49,
2015-10,0.39,
2015-11,0.36,
2015-12,0.56,
2016-01,0.22,
2016-02,0.00,
2016-03,0.03,
2016-04,0.14,
2016-05,0.07,
2016-06,-0.21,
2016-07,-0.22,
2016-08,-0.23,
2016-09,-0.29,
2016-10,0.03,
2016-11,0.09,
2016-12,0.10,
2017-01,0.34,
2017-02,0.05,
2017-03,0.21,
2017-04,0.22,
2017-05,0.21,
2017-06,0.36,
2017-07,0.42,
2017-08,0.23,
2017-09,0.33,
2017-10,0.28,
2017-11,0.30,
2017-12,0.37,
2018-01,0.59,
2018-02,0.60,
2018-03,0.43,
2018-04,0.50,
